S01W  -21.2794  -176.1583  194.1420  0.438325  0.009903  0.302937  0.002218  8.72  0.79
A05  -21.6301  -173.7476  18.9027  0.456996  0.013010  0.000000  1.000000  7.18  1.75
A08W  -21.6301  -173.7476  18.9027  0.593871  0.011703  0.278803  0.003284  8.04  1.19
A03  -19.6650  -177.5315  404.5741  0.372698  0.012316  0.404376  0.003292  3.51  0.51
A05  -19.6650  -177.5315  404.5741  0.634863  0.015682  0.596413  0.005626  6.08  0.58
A06W  -19.6650  -177.5315  404.5741  0.695476  0.016666  0.000000  1.000000  6.81  1.75
A08W  -19.6650  -177.5315  404.5741  0.651326  0.017767  0.409149  0.004006  6.49  0.88
A14W  -19.6650  -177.5315  404.5741  0.688542  0.011741  0.347012  0.002904  7.28  1.10
B04W  -19.6650  -177.5315  404.5741  0.537073  0.019008  0.391105  0.003345  5.31  0.76
B12  -19.6650  -177.5315  404.5741  0.600672  0.017767  0.424508  0.004578  6.55  0.79
C01W  -19.6650  -177.5315  404.5741  0.345697  0.019008  0.229113  0.002476  3.25  0.83
C02  -19.6650  -177.5315  404.5741  0.578100  0.020415  0.000000  1.000000  5.65  1.75
C03W  -19.6650  -177.5315  404.5741  0.464393  0.019689  0.405724  0.002786  4.50  0.63
C05W  -19.6650  -177.5315  404.5741  0.492362  0.019008  0.000000  1.000000  4.94  1.75
C10W  -19.6650  -177.5315  404.5741  0.936313  0.014799  0.000000  1.000000  9.51  1.75
C11W  -19.6650  -177.5315  404.5741  0.668718  0.021192  0.465524  0.004306  6.67  0.79
C15  -19.6650  -177.5315  404.5741  0.551011  0.015229  0.393536  0.004025  6.00  0.78
LBSA  -19.6650  -177.5315  404.5741  1.507742  0.016666  0.482449  0.004778  11.00  1.73
TVNI  -19.6650  -177.5315  404.5741  1.226529  0.024917  0.450304  0.007068  9.68  1.50
B02  -19.9147  -174.8808  123.2345  0.388487  0.014062  0.273190  0.002518  12.23  0.79
B03  -19.9147  -174.8808  123.2345  0.413148  0.010107  0.251483  0.002518  12.53  0.90
B04W  -19.9147  -174.8808  123.2345  0.651286  0.016228  0.208910  0.002518  19.37  1.74
C02  -19.9147  -174.8808  123.2345  0.572998  0.013336  0.000000  1.000000  14.73  1.75
C03W  -19.9147  -174.8808  123.2345  0.632460  0.015748  0.315756  0.002518  14.04  1.12
C05W  -19.9147  -174.8808  123.2345  0.739635  0.017842  0.330220  0.002937  16.77  1.23
C06  -19.9147  -174.8808  123.2345  0.710321  0.025022  0.415281  0.003021  14.01  0.93
N01W  -19.9147  -174.8808  123.2345  0.711194  0.012999  0.281351  0.002518  18.08  1.45
A02W  -21.0319  -176.1616  220.9148  0.539388  0.009751  0.322731  0.002165  10.15  0.95
A05  -21.0319  -176.1616  220.9148  0.546091  0.013176  0.545247  0.003585  10.46  0.55
B05W  -21.0319  -176.1616  220.9148  0.697547  0.017091  0.450017  0.002876  11.48  0.86
C03W  -21.0319  -176.1616  220.9148  0.682828  0.018333  0.392654  0.002166  12.87  0.96
C08W  -21.0319  -176.1616  220.9148  0.934685  0.019176  0.000000  1.000000  17.08  1.75
C10W  -21.0319  -176.1616  220.9148  1.011933  0.023802  0.481532  0.003027  19.63  1.17
A05  -21.4169  -176.4115  220.8897  0.754806  0.013395  0.373889  0.002908  14.45  1.12
A06W  -21.4169  -176.4115  220.8897  0.671491  0.008806  0.000000  1.000000  12.97  1.75
B03  -21.4169  -176.4115  220.8897  0.672926  0.014984  0.000000  1.000000  9.74  1.75
C16W  -21.4169  -176.4115  220.8897  0.863563  0.014418  0.335982  0.002484  15.29  1.43
A03  -18.1962  -177.6005  594.3084  0.682514  0.010931  0.000000  1.000000  4.65  1.75
A14W  -18.1962  -177.6005  594.3084  0.730916  0.015191  0.000000  1.000000  5.27  1.75
B02  -18.1962  -177.6005  594.3084  0.570759  0.021984  0.302208  0.002626  4.06  1.05
C10W  -18.1962  -177.6005  594.3084  1.185341  0.018100  0.461310  0.004849  8.50  1.43
C16W  -18.1962  -177.6005  594.3084  0.712356  0.016568  0.329694  0.003397  5.13  1.18
CICA  -18.1962  -177.6005  594.3084  1.416340  0.016859  0.369305  0.003105  10.82  2.13
VABL  -18.1962  -177.6005  594.3084  1.034785  0.011178  0.361157  0.006506  7.92  1.59
NMKA  -19.1664  -177.1478  603.9713  0.425761  0.002073  0.000000  1.000000  3.14  1.75
PNGI  -19.1664  -177.1478  603.9713  0.405715  0.001513  0.316165  0.002146  2.94  0.72
C09W  -18.8095  -177.4897  515.9907  1.032038  0.012854  0.404935  0.004135  8.51  1.42
C10W  -18.8095  -177.4897  515.9907  1.083175  0.013959  0.446972  0.004011  8.81  1.34
CICA  -18.8095  -177.4897  515.9907  1.411934  0.013974  0.000000  1.000000  11.87  1.75
B07W  -19.1572  -177.1202  581.8197  0.867176  0.032737  0.000000  1.000000  6.91  1.75
FONI  -19.1572  -177.1202  581.8197  0.194036  0.001639  0.103552  0.002324  1.44  1.04
MOAL  -19.1572  -177.1202  581.8197  1.036696  0.023084  0.474670  0.006246  7.48  1.20
NMKA  -19.1572  -177.1202  581.8197  0.251916  0.001989  0.000000  1.000000  1.89  1.75
A02W  -21.2618  -178.2334  575.2248  0.470183  0.016210  0.235129  0.002226  3.54  1.10
A03  -21.2618  -178.2334  575.2248  0.645355  0.026188  0.350118  0.003990  4.87  1.01
A05  -21.2618  -178.2334  575.2248  0.700085  0.029628  0.410509  0.003606  5.33  0.93
A06W  -21.2618  -178.2334  575.2248  0.602111  0.025199  0.406566  0.005184  4.63  0.81
B02  -21.2618  -178.2334  575.2248  0.764923  0.025199  0.375536  0.003330  5.44  1.13
B03  -21.2618  -178.2334  575.2248  0.936110  0.024275  0.400903  0.003672  6.75  1.30
B10  -21.2618  -178.2334  575.2248  0.868880  0.018119  0.000000  1.000000  6.43  1.75
C01W  -21.2618  -178.2334  575.2248  0.657839  0.024275  0.000000  1.000000  4.77  1.75
C05W  -21.2618  -178.2334  575.2248  0.718830  0.018647  0.394467  0.003950  5.46  1.01
C08W  -21.2618  -178.2334  575.2248  0.891507  0.022052  0.483850  0.004270  6.74  1.02
C11W  -21.2618  -178.2334  575.2248  0.876386  0.028394  0.000000  1.000000  6.86  1.75
C15  -21.2618  -178.2334  575.2248  0.808867  0.024275  0.000000  1.000000  6.28  1.75
N02W  -21.2618  -178.2334  575.2248  0.923512  0.023411  0.422006  0.005815  6.53  1.21
PNGI  -21.2618  -178.2334  575.2248  0.359415  0.002702  0.000000  1.000000  2.47  1.75
A03  -20.8650  -178.4858  617.5494  0.693185  0.023007  0.352694  0.002945  4.92  1.08
A11  -20.8650  -178.4858  617.5494  0.649937  0.028520  0.375015  0.002384  4.78  0.95
B03  -20.8650  -178.4858  617.5494  0.735427  0.023786  0.000000  1.000000  5.03  1.75
B04W  -20.8650  -178.4858  617.5494  0.651874  0.027443  0.428613  0.003281  4.49  0.84
B07W  -20.8650  -178.4858  617.5494  1.118136  0.027475  0.000000  1.000000  7.83  1.75
B12  -20.8650  -178.4858  617.5494  0.751060  0.020927  0.426996  0.002286  5.33  0.96
B14W  -20.8650  -178.4858  617.5494  0.602438  0.027443  0.341968  0.002015  4.38  0.97
C01W  -20.8650  -178.4858  617.5494  0.596081  0.018635  0.214304  0.001996  4.08  1.54
C05W  -20.8650  -178.4858  617.5494  0.799641  0.023786  0.000000  1.000000  5.69  1.75
C16W  -20.8650  -178.4858  617.5494  0.699654  0.025496  0.356155  0.002895  5.10  1.07
CICA  -20.8650  -178.4858  617.5494  1.374482  0.024614  0.397421  0.004036  9.27  1.91
DEBA  -20.8650  -178.4858  617.5494  1.495089  0.020927  0.000000  1.000000  9.55  1.75
LBSA  -20.8650  -178.4858  617.5494  1.568210  0.027443  0.416538  0.003641  9.38  2.08
LKBA  -20.8650  -178.4858  617.5494  1.310782  0.026437  0.000000  1.000000  9.18  1.75
MOAL  -20.8650  -178.4858  617.5494  1.015233  0.013890  0.000000  1.000000  7.14  1.75
N01W  -20.8650  -178.4858  617.5494  0.988349  0.024614  0.481623  0.003281  6.59  1.14
N02W  -20.8650  -178.4858  617.5494  1.319256  0.023786  0.524160  0.004726  9.04  1.39
PNGI  -20.8650  -178.4858  617.5494  0.421525  0.003198  0.149668  0.001995  2.74  1.57
VAVP  -20.8650  -178.4858  617.5494  0.349464  0.003622  0.090898  0.001996  2.13  2.15
A03  -20.9623  -178.0029  493.9550  0.643762  0.018073  0.317007  0.002050  5.50  1.12
A06W  -20.9623  -178.0029  493.9550  0.814360  0.011013  0.000000  1.000000  7.13  1.75
B03  -20.9623  -178.0029  493.9550  0.833879  0.015543  0.000000  1.000000  6.91  1.75
B05W  -20.9623  -178.0029  493.9550  0.604137  0.017369  0.387478  0.003907  4.98  0.86
C08W  -20.9623  -178.0029  493.9550  1.018423  0.015527  0.454878  0.003669  8.74  1.23
C09W  -20.9623  -178.0029  493.9550  1.073720  0.012744  0.423012  0.003650  9.32  1.40
C10W  -20.9623  -178.0029  493.9550  1.134041  0.012744  0.493666  0.003524  9.88  1.27
C11W  -20.9623  -178.0029  493.9550  0.722519  0.012367  0.000000  1.000000  6.35  1.75
S02W  -20.9623  -178.0029  493.9550  0.956205  0.013564  0.333177  0.002889  8.62  1.58
B12  -19.8216  -177.6340  422.6421  0.802697  0.011639  0.553008  0.006170  8.37  0.81
DEBA  -19.8216  -177.6340  422.6421  1.283636  0.014237  0.000000  1.000000  9.28  1.75
KDVU  -19.8216  -177.6340  422.6421  0.903960  0.008864  0.300144  0.008260  6.77  1.66
MOAL  -19.8216  -177.6340  422.6421  1.146111  0.017186  0.304057  0.003897  10.33  2.10
PNGI  -24.6129  -179.9864  635.3733  0.265281  0.002378  0.000000  1.000000  1.40  1.75
S02W  -24.6129  -179.9864  635.3733  0.978437  0.028166  0.337980  0.002529  6.56  1.70
A02W  -20.5063  -176.8074  295.2684  0.463554  0.008392  0.334848  0.002209  6.12  0.76
A03  -20.5063  -176.8074  295.2684  0.557838  0.009939  0.394711  0.003229  7.44  0.77
A05  -20.5063  -176.8074  295.2684  0.739175  0.014045  0.574343  0.004035  10.17  0.70
A06W  -20.5063  -176.8074  295.2684  0.947744  0.014045  0.524554  0.004098  13.21  0.99
A08W  -20.5063  -176.8074  295.2684  0.983215  0.011751  0.419373  0.003369  13.93  1.29
A11  -20.5063  -176.8074  295.2684  0.615285  0.011434  0.468562  0.003724  9.01  0.74
A12W  -20.5063  -176.8074  295.2684  0.717640  0.013379  0.000000  1.000000  10.45  1.75
C03W  -20.5063  -176.8074  295.2684  0.624091  0.008392  0.456573  0.003256  8.54  0.75
C05W  -20.5063  -176.8074  295.2684  0.724995  0.016078  0.000000  1.000000  10.30  1.75
C09W  -20.5063  -176.8074  295.2684  1.092880  0.011138  0.000000  1.000000  16.01  1.75
C10W  -20.5063  -176.8074  295.2684  1.216114  0.013498  0.590045  0.004787  17.75  1.15
C11W  -20.5063  -176.8074  295.2684  0.839915  0.013196  0.479365  0.003742  12.02  0.97
S02W  -20.5063  -176.8074  295.2684  0.924277  0.010565  0.469928  0.004439  12.28  1.07
A03  -19.5791  -177.2882  567.8808  0.718093  0.025777  0.353028  0.002587  5.43  1.11
A05  -19.5791  -177.2882  567.8808  0.916655  0.021372  0.585404  0.005382  7.00  0.85
A06W  -19.5791  -177.2882  567.8808  1.149093  0.027658  0.482986  0.003615  8.85  1.30
B03  -19.5791  -177.2882  567.8808  0.865071  0.023387  0.412345  0.004361  6.77  1.16
B06  -19.5791  -177.2882  567.8808  1.006612  0.033561  0.405206  0.004556  8.04  1.37
C03W  -19.5791  -177.2882  567.8808  0.625838  0.022694  0.366700  0.002521  4.81  0.94
C05W  -19.5791  -177.2882  567.8808  0.885448  0.024953  0.436467  0.004230  6.92  1.11
CICA  -19.5791  -177.2882  567.8808  1.268191  0.015388  0.425268  0.003401  9.37  1.65
FONI  -19.5791  -177.2882  567.8808  0.261022  0.001437  0.000000  1.000000  1.98  1.75
N01W  -19.5791  -177.2882  567.8808  1.019983  0.024985  0.464916  0.003839  8.01  1.22
NADI  -19.5791  -177.2882  567.8808  1.287820  0.020558  0.356916  0.006000  7.64  1.98
TVNI  -19.5791  -177.2882  567.8808  1.337739  0.027059  0.000000  1.000000  9.00  1.75
VAVP  -19.5791  -177.2882  567.8808  0.177479  0.001499  0.000000  1.000000  1.28  1.75
A11  -17.5584  -178.5641  582.5963  0.714318  0.020324  0.387771  0.004729  4.74  1.01
B12  -17.5584  -178.5641  582.5963  0.929734  0.019810  0.427316  0.004749  6.74  1.20
C08W  -17.5584  -178.5641  582.5963  1.015831  0.019194  0.572433  0.006018  6.92  0.99
C09W  -17.5584  -178.5641  582.5963  1.122111  0.023512  0.462689  0.004815  7.49  1.33
C10W  -17.5584  -178.5641  582.5963  1.163562  0.018061  0.496444  0.006217  7.69  1.30
CICA  -17.5584  -178.5641  582.5963  1.254904  0.014914  0.374635  0.002957  10.10  1.86
LKBA  -17.5584  -178.5641  582.5963  1.003005  0.017566  0.241215  0.002796  8.10  2.29
N02W  -17.5584  -178.5641  582.5963  0.968708  0.017044  0.000000  1.000000  7.03  1.75
S01W  -17.5584  -178.5641  582.5963  0.539497  0.018910  0.353550  0.002659  3.23  0.84
TVNI  -17.5584  -178.5641  582.5963  1.150995  0.025366  0.000000  1.000000  8.89  1.75
LKBA  -18.8997  -177.3969  510.4879  1.299472  0.015822  0.378962  0.003939  11.32  1.90
MOAL  -18.8997  -177.3969  510.4879  1.100119  0.008782  0.000000  1.000000  8.88  1.75
C09W  -21.9853  -177.8015  393.2494  0.832189  0.030354  0.561071  0.007275  8.15  0.82
C10W  -21.9853  -177.8015  393.2494  0.767281  0.031473  0.501215  0.005712  7.70  0.86
EUAP  -21.9853  -177.8015  393.2494  0.221358  0.004107  0.108347  0.002114  2.10  1.15
FONI  -21.9853  -177.8015  393.2494  0.187377  0.002869  0.000000  1.000000  1.62  1.75
NMKA  -21.9853  -177.8015  393.2494  0.224878  0.002305  0.000000  1.000000  1.97  1.75
TNGA  -21.9853  -177.8015  393.2494  0.308868  0.003480  0.000000  1.000000  2.98  1.75
A03  -17.7898  -177.9619  609.8516  0.626319  0.009361  0.363198  0.002402  3.95  0.94
A06W  -17.7898  -177.9619  609.8516  1.122848  0.019999  0.446450  0.003527  7.25  1.38
C05W  -17.7898  -177.9619  609.8516  0.792600  0.016029  0.402290  0.004487  5.26  1.07
C09W  -17.7898  -177.9619  609.8516  1.304069  0.013290  0.416977  0.004372  8.87  1.73
C11W  -17.7898  -177.9619  609.8516  1.060604  0.013298  0.465195  0.003301  6.94  1.25
KDVU  -17.7898  -177.9619  609.8516  1.230512  0.016603  0.298455  0.003661  8.07  2.28
N02W  -17.7898  -177.9619  609.8516  1.240740  0.014298  0.000000  1.000000  9.16  1.75
B12  -19.9465  -177.2806  552.1470  0.956167  0.012700  0.429204  0.005511  8.02  1.23
LKBA  -19.9465  -177.2806  552.1470  1.143737  0.013987  0.305524  0.007816  8.89  2.07
FONI  -19.3396  -177.2449  580.5977  0.265329  0.001266  0.000000  1.000000  1.99  1.75
MOAL  -19.3396  -177.2449  580.5977  1.115825  0.017790  0.493130  0.004858  8.16  1.26
A03  -19.2032  -177.3905  580.3215  0.526540  0.015009  0.000000  1.000000  3.87  1.75
B05W  -19.2032  -177.3905  580.3215  0.694155  0.022650  0.000000  1.000000  5.38  1.75
B12  -19.2032  -177.3905  580.3215  0.886515  0.028260  0.464482  0.003735  7.10  1.05
FONI  -19.2032  -177.3905  580.3215  0.269454  0.002067  0.141243  0.001820  1.99  1.07
MOAL  -19.2032  -177.3905  580.3215  1.067096  0.019527  0.331798  0.004441  7.85  1.77
B05W  -17.4607  -178.3568  550.2314  0.830580  0.014293  0.441607  0.004509  5.85  1.04
B14W  -17.4607  -178.3568  550.2314  0.626535  0.012429  0.434837  0.003680  5.07  0.79
MOAL  -20.7718  -178.1731  559.5952  1.059116  0.013846  0.252926  0.004234  7.92  2.32
PNGI  -20.7718  -178.1731  559.5952  0.385029  0.003722  0.137113  0.002026  2.70  1.57
S02W  -20.7718  -178.1731  559.5952  0.973429  0.032835  0.354630  0.003245  7.80  1.52
A08W  -18.8135  -177.5066  621.6165  1.024168  0.023364  0.391997  0.003144  7.13  1.43
C01W  -18.8135  -177.5066  621.6165  0.327941  0.008938  0.171712  0.001913  2.26  1.05
C03W  -18.8135  -177.5066  621.6165  0.467250  0.012631  0.337550  0.002467  3.24  0.76
C08W  -18.8135  -177.5066  621.6165  0.611223  0.031402  0.530296  0.005140  4.44  0.63
C10W  -18.8135  -177.5066  621.6165  0.854370  0.021172  0.509588  0.003902  6.10  0.93
DEBA  -18.8135  -177.5066  621.6165  1.006482  0.020636  0.000000  1.000000  6.29  1.75
EUAP  -18.8135  -177.5066  621.6165  0.268589  0.002425  0.088498  0.001913  1.79  1.69
LBSA  -18.8135  -177.5066  621.6165  1.391525  0.028962  0.000000  1.000000  8.96  1.75
LKBA  -18.8135  -177.5066  621.6165  0.981904  0.017029  0.195217  0.005065  7.26  2.77
MOAL  -18.8135  -177.5066  621.6165  0.722098  0.020767  0.264557  0.002751  5.13  1.51
N02W  -18.8135  -177.5066  621.6165  0.814617  0.030179  0.462224  0.005296  6.12  0.97
PNGI  -18.8135  -177.5066  621.6165  0.235536  0.001875  0.100747  0.001914  1.62  1.31
TVNI  -18.8135  -177.5066  621.6165  0.910745  0.030137  0.000000  1.000000  6.15  1.75
VABL  -18.8135  -177.5066  621.6165  1.153943  0.021915  0.372166  0.006225  8.29  1.72
EUAP  -22.4251  -179.3689  676.8890  0.278080  0.002157  0.076440  0.001923  1.76  2.11
PNGI  -22.4251  -179.3689  676.8890  0.355087  0.001947  0.000000  1.000000  2.07  1.75
S02W  -22.4251  -179.3689  676.8890  0.791407  0.011156  0.327300  0.003475  5.49  1.39
FONI  -24.0922  -179.7170  639.7230  0.265086  0.002678  0.000000  1.000000  1.49  1.75
PNGI  -24.0922  -179.7170  639.7230  0.345832  0.002204  0.126152  0.002319  1.85  1.58
S02W  -24.0922  -179.7170  639.7230  0.599888  0.017914  0.339541  0.003464  4.07  1.01
NMKA  -22.5849  -178.5716  582.4708  0.464311  0.003545  0.000000  1.000000  2.97  1.75
PNGI  -22.5849  -178.5716  582.4708  0.534436  0.002860  0.330380  0.002581  3.28  0.89
A06W  -21.5243  -176.3136  201.0280  0.819885  0.020170  0.469426  0.002476  17.32  0.97
C10W  -21.5243  -176.3136  201.0280  1.031211  0.023281  0.530866  0.005231  20.35  1.09
C11W  -21.5243  -176.3136  201.0280  0.850634  0.022300  0.464670  0.002508  17.47  1.02
C02  -20.2322  -175.0898  111.3859  0.634338  0.004201  0.510015  0.006372  20.53  0.70
C05W  -20.2322  -175.0898  111.3859  0.734157  0.003661  0.000000  1.000000  20.55  1.75
A11  -21.2296  -176.1250  191.4067  0.956031  0.008387  0.674714  0.003755  19.13  0.79
C08W  -21.2296  -176.1250  191.4067  0.943281  0.009805  0.000000  1.000000  18.43  1.75
C09W  -21.2296  -176.1250  191.4067  1.155924  0.009262  0.607511  0.003357  24.09  1.06
C10W  -21.2296  -176.1250  191.4067  1.130055  0.007787  0.637018  0.003968  24.29  0.99
A05  -20.9891  -176.1395  207.5422  0.799469  0.008777  0.649485  0.004379  16.06  0.68
A06W  -20.9891  -176.1395  207.5422  0.909225  0.011973  0.590719  0.003638  18.36  0.85
C09W  -20.9891  -176.1395  207.5422  1.123386  0.009584  0.550763  0.003604  22.81  1.14
C10W  -20.9891  -176.1395  207.5422  1.105723  0.007960  0.617344  0.003938  22.98  1.01
C11W  -20.9891  -176.1395  207.5422  1.041587  0.012381  0.554353  0.003570  21.29  1.04
C09W  -21.1707  -174.9307  64.1219  0.682583  0.010461  0.000000  1.000000  17.75  1.75
C10W  -21.1707  -174.9307  64.1219  0.627468  0.006660  0.296096  0.002230  16.85  1.20
A02W  -21.3528  -175.9539  164.8245  0.595739  0.009868  0.405672  0.002051  14.97  0.82
A03  -21.3528  -175.9539  164.8245  0.761778  0.008976  0.426721  0.002195  19.60  1.00
C03W  -21.3528  -175.9539  164.8245  0.620977  0.015397  0.428766  0.002051  15.17  0.81
B02  -20.4203  -173.7644  33.9038  0.509785  0.024485  0.000000  1.000000  12.56  1.75
B03  -20.4203  -173.7644  33.9038  0.390457  0.004683  0.250314  0.002287  8.66  0.90
A06W  -21.6562  -176.1783  176.1852  0.758609  0.010194  0.000000  1.000000  17.85  1.75
C10W  -21.6562  -176.1783  176.1852  1.056976  0.012422  0.655179  0.003086  22.46  0.90
A03  -21.9469  -175.7016  148.1555  0.347968  0.003836  0.000000  1.000000  9.31  1.75
A06W  -21.9469  -175.7016  148.1555  0.569261  0.004872  0.000000  1.000000  13.89  1.75
B02  -20.0136  -175.5307  249.7164  0.579395  0.006686  0.482244  0.002630  9.89  0.67
C08W  -20.0136  -175.5307  249.7164  0.860665  0.006512  0.601899  0.003831  14.70  0.81
C08W  -20.0483  -174.9379  155.4626  0.865696  0.015749  0.516353  0.003033  18.76  0.95
C09W  -20.0483  -174.9379  155.4626  0.995905  0.014832  0.000000  1.000000  20.67  1.75
FONI  -20.0483  -174.9379  155.4626  0.226228  0.001240  0.000000  1.000000  5.98  1.75
A06W  -23.2198  -179.2600  578.9701  0.887434  0.032465  0.000000  1.000000  6.11  1.75
B02  -23.2198  -179.2600  578.9701  0.624063  0.028018  0.314789  0.002611  3.78  1.09
B03  -23.2198  -179.2600  578.9701  0.809541  0.027075  0.000000  1.000000  4.99  1.75
B06  -23.2198  -179.2600  578.9701  1.074967  0.026189  0.477795  0.005711  6.66  1.24
C03W  -23.2198  -179.2600  578.9701  0.661921  0.026189  0.349102  0.002536  4.36  1.04
C05W  -23.2198  -179.2600  578.9701  0.699987  0.029022  0.428223  0.003206  4.52  0.89
C11W  -23.2198  -179.2600  578.9701  0.933984  0.035199  0.455839  0.003108  6.35  1.13
LKBA  -23.2198  -179.2600  578.9701  1.616207  0.030093  0.000000  1.000000  9.71  1.75
PNGI  -23.2198  -179.2600  578.9701  0.282327  0.002531  0.104603  0.002411  1.63  1.50
S02W  -23.2198  -179.2600  578.9701  0.821196  0.028018  0.329213  0.002411  6.06  1.37
TVNI  -23.2198  -179.2600  578.9701  1.582454  0.033782  0.000000  1.000000  8.29  1.75
A01  -20.0934  -175.7775  279.3489  0.233220  0.012131  0.170253  0.002433  3.19  0.77
